INADMISSIBLE	self-runnable	kitty @ ls | grep -q wt-pool-3 && echo "check the new pane to the right"
ADMISSIBLE	tui	/skill-promote self-explaining-artifact
ADMISSIBLE	decision	cd /Users/chrisren/Development/.worktrees/wt-pool-7 && pnpm tsx scripts/bottle-gen-production.ts --slug=glenlivet-12 --all-refs --runs=2 --prompt="The Glenlivet 12 Year Old Double Oak single malt Scotch whisky bottle"
ADMISSIBLE	decision	aws amplify start-job --app-id djnbdqpvc08g4 --branch-name main --job-type RETRY --job-id 1470 --region us-west-2
ADMISSIBLE	tty	cc-do 03e65f3558cd
INADMISSIBLE	self-runnable	cd /Users/chrisren/Development/claude-infrastructure && git status --short hooks/enforce-email-formatting.py && git diff hooks/enforce-email-formatting.py
ADMISSIBLE	gui	open "x-apple.systempreferences:com.apple.preference.security?Privacy_AllFiles"
ADMISSIBLE	gui	open "x-apple.systempreferences:com.apple.preferences.softwareupdate"
ADMISSIBLE	tui	/compact-memory
INADMISSIBLE	self-runnable	bash /Users/chrisren/.claude/bin/cc-do --list
ADMISSIBLE	gui	open "https://www.google.com/travel/search?q=hotels%20Santa%20Ana%20CA&ts=CAESCgoCCAMKAggDEAA&checkin=2026-08-29&checkout=2026-08-30"
ADMISSIBLE	tty	~/Development/agent-secrets/bin/agent-secrets setup
ADMISSIBLE	gui	open https://www.amazon.com/dp/B0F8NYK28W
ADMISSIBLE	gui	open -a "Google Chrome" --args --incognito https://key.reso.gl/floor-plan
INADMISSIBLE	permission-gated	launchctl setenv CC_REAPER_GARBAGE 0
INADMISSIBLE	self-runnable	cc-backlog unblock 32d4d093f78a
INADMISSIBLE	self-runnable	cc-backlog list --blocked | head -20
ADMISSIBLE	decision	pnpm tsx --env-file=.env.local scripts/setup/prune-orphan-section-configs.ts --tenant=key --tenant=harbourtwo --tenant=time --tenant=gm --tenant=envy --execute
ADMISSIBLE	decision	cd /Users/chrisren/Development/sevenrooms-bridge && node scripts/clear-dryrun-markers.mjs --fire && node scripts/backfill-upcoming.mjs --fire --limit 1
UNKNOWN	unreadable	bash /tmp/claude-next-commands-converge.sh
UNKNOWN	unreadable	CONFIRM=1 bash /tmp/claude-next-converge.sh
INADMISSIBLE	self-runnable	git show 1fe7a1bc4
ADMISSIBLE	login	open https://serpapi.com/users/sign_up
ADMISSIBLE	decision	bash ~/.claude/autonomy/staged/dispatcher-venue-apply.sh both
INADMISSIBLE	readable	cursor /Users/chrisren/Development/personal/montway-fcba-letter-2026-08-26.md
ADMISSIBLE	decision	git -C ~/Development/claude-infrastructure reset --keep origin/main && bash ~/Development/claude-infrastructure/scripts/deploy-live.sh
INADMISSIBLE	self-runnable	it2 session focus -s 616
ADMISSIBLE	sudo	sudo networksetup -ordernetworkservices "Wi-Fi" "iPhone USB 8"
INADMISSIBLE	self-runnable	git show 6b90326
ADMISSIBLE	tui	/goal Every non-operator item on the device-enrollment build is closed — proven by this session running and printing (a) cc-custody list with no open row for wt-pool-4, and (b) cc-backlog list --open --project reso-management-app showing db0ae0e93984 absent; and if the operator reports T1 as local-Face-ID-only, the SEPARATE QR-first entry point must be implemented, gate-green and landed before this clears. Do not run /deploy, do not add preferredAuthenticatorType:remoteDevice to the default Add-a-device path, and do not block on the T3/T4 iPhone measurements.
ADMISSIBLE	tty	bash /tmp/approval-queue-drain.sh
ADMISSIBLE	physical	open tel:7143346077
INADMISSIBLE	self-runnable	aws sns subscribe --region us-west-2 --topic-arn arn:aws:sns:us-west-2:850203930273:sevenrooms-bridge-alerts --protocol email --notification-endpoint ren.chris@outlook.com
ADMISSIBLE	decision	bash ~/Development/claude-infrastructure/docs/activation/pending-activation/41-browser-spin-guard-activate.sh
INADMISSIBLE	self-runnable	git -C ~/Development/claude-infrastructure stash push -m "peer-wip: email reply/forward guard" hooks/enforce-email-formatting.py && bash ~/Development/claude-infrastructure/scripts/deploy-live.sh
ADMISSIBLE	login	bash /Users/chrisren/Development/sevenrooms-bridge/scripts/manual-relogin.sh
INADMISSIBLE	permission-gated	git -C /Users/chrisren/Development/claude-infrastructure config --unset core.bare
ADMISSIBLE	login	open 'https://login.microsoftonline.com/consumers/oauth2/deviceauth' && echo '6C4WJJMH'
ADMISSIBLE	physical	open 'tel:8182526400'
INADMISSIBLE	self-runnable	bash ~/mint-denver-admin.sh
ADMISSIBLE	login	bash scripts/manual-relogin.sh
INADMISSIBLE	self-runnable	cd /Users/chrisren/Development/.worktrees/wt-307fe7ab1e91 && bash scripts/ship-land.sh && cc-backlog done 307fe7ab1e91 --evidence "$(git rev-parse origin/main)"
INADMISSIBLE	self-runnable	it2 session focus 431
ADMISSIBLE	decision	bash /tmp/austin-send-three-drafts.sh
ADMISSIBLE	tui	/exit
INADMISSIBLE	self-runnable	cd /Users/chrisren/Development/claude-infrastructure && git reset --keep origin/main
INADMISSIBLE	self-runnable	aws sns subscribe --region us-west-2 --topic-arn arn:aws:sns:us-west-2:850203930273:sevenrooms-bridge-alerts --protocol email --notification-endpoint <your-address>
ADMISSIBLE	gui	open /tmp/church-4-items.html
ADMISSIBLE	login	bash /Users/chrisren/Development/sevenrooms-bridge/scripts/create-login-secret.sh
INADMISSIBLE	readable	cursor ~/frontier-slate-2026-09-09/sevenrooms-findings.md
INADMISSIBLE	self-runnable	cc-notify 335 "arm your goal now: your composer was unreadable at fire time so it abstained"
INADMISSIBLE	permission-gated	bash /tmp/sevenrooms-prove-relogin.sh
ADMISSIBLE	sudo	sudo pmset -a disablesleep 0
INADMISSIBLE	self-runnable	cd /Users/chrisren/Development/claude-infrastructure && rm -f docs/research/branch-prune-manifest-2026-08-19.tsv scripts/branch-prune-landed.sh && git reset --keep origin/main
INADMISSIBLE	self-runnable	cc-offload land --all
ADMISSIBLE	decision	bash ~/Development/claude-infrastructure/migrations/0019-hook-surface-registration.sh
ADMISSIBLE	tty	bash /Users/chrisren/Development/.worktrees/wt-cc-015041-28169/scripts/setup/lead-alert-phase0.sh
INADMISSIBLE	self-runnable	CC_RECYCLE_SUBAGENT_GATE=off bash ~/Development/claude-infrastructure/scripts/handoff-fire.sh --recycle
ADMISSIBLE	sudo	osascript -e 'do shell script "/usr/bin/pmset -a disablesleep 0" with administrator privileges'
ADMISSIBLE	gui	open 'https://outlook.live.com/mail/0/drafts'
INADMISSIBLE	readable	cursor ~/frontier-slate-2026-09-09/memory-compaction-proposal.md
ADMISSIBLE	login	open 'https://microsoft.com/devicelogin' && echo 'code: NMNYZRM6'
ADMISSIBLE	tty	bash ~/Development/agent-secrets/install.sh
INADMISSIBLE	self-runnable	bash ~/.claude/scripts/handoff-fire.sh self-close --terminal --pane 376
INADMISSIBLE	self-runnable	pmset -g batt
ADMISSIBLE	gui	bash /tmp/floorplan-signoff.sh
ADMISSIBLE	login	aws secretsmanager create-secret --name sevenrooms/sidecar/login --region us-west-2 --secret-string '{"email":"ren.chris@outlook.com","password":"<your SevenRooms password>"}'
INADMISSIBLE	self-runnable	cc-decide list --open | grep 23c89594c040
ADMISSIBLE	physical	cc-do f7493a16667d
INADMISSIBLE	self-runnable	Execute docs/plans/MEMORY_ARCHITECTURE_SPLIT.md — re-measure the index first (it was 24,374 B / 611 B headroom), then run Phase 0 as written. Do not delete or move any topic file, and do not remove an index line before its citing rule file exists.
INADMISSIBLE	self-runnable	cd /Users/chrisren/Development/.worktrees/wt-pool-2 && bash scripts/deploy-venue.sh --subdomain key --group oregon-group --venue heist --input data/heist-floor-plan.json --venue-svg data/heist-venue-svg.json --dry-run
INADMISSIBLE	self-runnable	npx oxlint@1.80.0 src theme
INADMISSIBLE	self-runnable	bash ~/.claude/scripts/handoff-fire.sh --recycle --prompt-file /private/tmp/claude-501/-Users-chrisren-Development-personal/dd976890-9569-4a02-879c-0bd764b1f7ae/scratchpad/recycle-brief.txt
INADMISSIBLE	self-runnable	aws ssm put-parameter --name /amplify/djnbdqpvc08g4/main/REPLICACHE_PULL_CURSOR_GATE --value on --type String --overwrite
INADMISSIBLE	self-runnable	git show f24afc37fa1c
INADMISSIBLE	self-runnable	git log --all --format='%ae' | sort | uniq -c | sort -rn
ADMISSIBLE	tui	/goal The Church main floor has all four review findings fixed and is viewable: interior walls render, the perimeter no longer draws a box around the legend card, MAIN BAR/WINE BAR/DANCE FLOOR have no invented rectangle but still show their labels centred in their space, and all 19 bookable tables (15 main floor + 4 balcony) appear on one canvas — proven by the session printing a green "pnpm room:bake" for the-church-nightclub.main-floor, a "pnpm room:render --layers" line, and then stating both the file:// path of the refreshed layer page and the church.localhost:3100 URL; do not modify any other venue's artifacts, and do not claim done without having actually viewed the rendered output.
INADMISSIBLE	readable	cursor /Users/chrisren/Development/.worktrees/wt-pool-7/.claude-plans/MEMORY_COMPACTION_LONG_HORIZON.md
INADMISSIBLE	readable	cursor ~/Development/personal/roommate-settlement/REVIEW.md
ADMISSIBLE	gui	open ~/Development/personal/roommate-settlement/settlement.html
INADMISSIBLE	self-runnable	git -C /Users/chrisren/Development/claude-infrastructure add .claude/rules/agent-operating-lessons.md && git -C /Users/chrisren/Development/claude-infrastructure commit -m 'docs(rules): route the viewport-oracle line off the memory index (cc-memory-rotate)' && bash /Users/chrisren/Development/claude-infrastructure/scripts/deploy-live.sh
INADMISSIBLE	self-runnable	git show b5aaa213c5de842eece7e1cd67614e9cbbf7ec49
INADMISSIBLE	self-runnable	git -C /Users/chrisren/Development/.worktrees/wt-pool-8 add src/components/CheckDB.tsx src/components/PageCard.tsx src/components/CardFormBody.tsx src/components/PageCardFooter.tsx
INADMISSIBLE	readable	cursor ~/Development/personal/docs/research/montway-exit-FINAL-2026-08-25.md
INADMISSIBLE	self-runnable	git -C /Users/chrisren/Development/claude-infrastructure log --oneline 8460f5ac9fb23f01e220b83463724d0b36624f7e..HEAD
ADMISSIBLE	decision	cc-do f8b768eaaebd
INADMISSIBLE	self-runnable	bash /Users/chrisren/Development/doc_classifier/scripts/aoai-retry-standing.sh
ADMISSIBLE	tui	/goal Multi-device passkey enrollment is LIVE — proven by this session printing a PRAGMA table_info(credential) against a production tenant showing credential_device_type present, which is the only evidence the deploy reached the enforcing store rather than just origin/main. If the operator reports the macOS sheet offers no nearby-phone path even under Other Options, the separate QR-first entry point must be implemented, gate-green and landed before this clears. Do not run /deploy — it is the operator's alone, so when everything else is done, say so and stop. Do not add preferredAuthenticatorType:remoteDevice to the default Add-a-device path. Do not override the fire capacity gate.
INADMISSIBLE	self-runnable	~/.claude/scripts/handoff-fire.sh --prompt-file /tmp/fire-desk-recycle.txt --recycle --follow
UNKNOWN	unknown	bash /private/tmp/claude-501/-Users-chrisren-Development--worktrees-wt-cc-115127-44020/ce7e15dd-e346-4a83-8877-2cd873bcde0d/scratchpad/apply.sh
ADMISSIBLE	gui	open https://github.com/settings/installations
ADMISSIBLE	gui	open "https://claude.ai/code/artifact/ddb95055-8630-4705-98a3-71deaaa899cc"
ADMISSIBLE	gui	open https://github.com/settings/installations/
ADMISSIBLE	decision	pnpm release:fly --iad
ADMISSIBLE	gui	open /tmp/church-four-wall-fixes.html
INADMISSIBLE	self-runnable	cd /Users/chrisren/Development/claude-infrastructure && git rebase origin/main
ADMISSIBLE	decision	bash /Users/chrisren/Development/sevenrooms-bridge/scripts/arm-sidecar.sh
ADMISSIBLE	tty	claude
INADMISSIBLE	self-runnable	cd /Users/chrisren/Development/.worktrees/wt-7d0c581fe2fb && bash scripts/ship-land.sh
INADMISSIBLE	self-runnable	git add docs/research/exhaustive-drive-2026-09-08/W2-B5-write-attribution-census.md
ADMISSIBLE	tty	bash /var/folders/0s/t55zvgts2qqb78fbqgn8ldy40000gn/T/lr-launch-7193ec2b-PA1BtD.sh
INADMISSIBLE	self-runnable	mv ~/.claude/cc-registry/580.json ~/.claude/cc-registry/580.json.stale-$(date +%s)
